Date,Location,Check_Ave,Sales,Item_Count
2/19/2018,ETC,7.05,"10,601.68",3417
2/19/2018,Dean's Den,6.29,"1,202.12",438
2/20/2018,Concessions,6.13,515,148
2/20/2018,Cellar,15.32,"3,074.65",680
2/20/2018,ETC,6.91,"10,920.94",3555
2/20/2018,Passport,7.35,"6,937.97",2232
2/20/2018,8:15,4.08,"5,558.35",2189
2/20/2018,Dean's Den,5.32,"1,000.27",369
2/20/2018,Post Office,10.29,451.48,47
2/20/2018,Lou's,5.69,"4,594.21",1577
2/20/2018,Tylers,7.32,"5,258.45",1351
2/21/2018,Post Office,11.36,351.67,34
2/21/2018,Tylers,7.44,"5,053.07",1309
2/21/2018,8:15,3.93,"5,555.43",2255
2/21/2018,Lou's,5.7,"4,667.44",1636
2/21/2018,Concessions,6.69,261,86
2/21/2018,Passport,7,"6,914.56",2280
2/21/2018,Cellar,14.42,"4,656.75",1053
2/21/2018,Concessions,6.29,264,88
2/21/2018,ETC,6.7,"10,857.12",3526
2/21/2018,Dean's Den,5.61,"1,138.87",414
2/22/2018,Dean's Den,6.08,984.78,348
2/22/2018,Cellar,16.54,"3,613.65",901
2/22/2018,Concessions,0,0,0
2/22/2018,Post Office,7.63,235.89,34
2/22/2018,Lou's,5.33,"3,586.73",1094
2/22/2018,Passport,7.24,"6,247.90",2010
2/22/2018,Tylers,7.33,"4,790.30",1244
2/22/2018,ETC,7.3,"11,425.43",3685
2/22/2018,8:15,4.13,"4,567.82",1803
2/23/2018,Post Office,26.48,476.39,18
2/23/2018,ETC,6.93,"8,751.86",2807
2/23/2018,Passport,7.52,"4,674.17",1570
2/23/2018,8:15,4.08,"2,084.27",848
2/23/2018,Tylers,7.33,"3,394.07",887
2/23/2018,Lou's,5.68,"1,313.76",428
2/23/2018,Concessions,4.35,174,60
2/23/2018,Cellar,14.23,"3,305.18",808
2/24/2018,Concessions,6.47,582,179
2/24/2018,Concessions,8.66,"7,836.00",2148
2/24/2018,8:15,4.11,"1,099.20",427
2/24/2018,ETC,7.02,"7,424.80",2350
2/24/2018,Passport,8.08,"1,785.74",593
2/24/2018,Cellar,15.98,"4,760.75",1158
2/24/2018,Concessions,8.33,"7,641.00",2113
2/25/2018,Tylers,8.86,"4,231.75",999
2/25/2018,8:15,4.03,"4,307.79",1715
2/25/2018,Cellar,13.8,"3,695.86",959
2/25/2018,Dean's Den,6.89,"1,432.21",491
2/25/2018,Concessions,6.48,311,99
2/25/2018,ETC,7.44,"9,880.64",3117
2/26/2018,Lou's,6.16,"5,148.13",1689
2/26/2018,8:15,4.01,"5,858.72",2310
2/26/2018,Tylers,7.44,"4,727.35",1225
2/26/2018,ETC,6.83,"10,682.42",3322
2/26/2018,Dean's Den,6.46,"1,312.33",465
2/26/2018,Passport,7.38,"6,248.02",1994
2/26/2018,Post Office,15.29,716.54,49
2/26/2018,Cellar,15.89,"2,191.14",571
2/27/2018,Passport,7.25,"6,766.75",2184
2/27/2018,Concessions,6.23,380,124
2/27/2018,Tylers,7.22,"4,589.30",1224
2/27/2018,8:15,4.08,"5,795.11",2306
2/27/2018,Cellar,15.4,"2,932.75",739
2/27/2018,ETC,6.64,"10,616.67",3398
2/27/2018,Dean's Den,6.11,"1,075.04",388
2/27/2018,Lou's,5.51,"4,767.29",1626
2/27/2018,Post Office,12.9,566.31,48
2/27/2018,Concessions,6.19,421,138
2/28/2018,Lou's,5.67,"4,749.02",1577
2/28/2018,Concessions,5.97,221,72
2/28/2018,Concessions,5.55,"3,905.00",1553
2/28/2018,Post Office,8.74,268.97,37
2/28/2018,Concessions,6.07,"3,980.00",1548
2/28/2018,Dean's Den,5.71,"1,028.14",382
2/28/2018,ETC,6.77,"10,593.74",3269
2/28/2018,Tylers,7.47,"4,933.96",1295
2/28/2018,Passport,7.35,"6,520.57",2118
2/28/2018,Cellar,13.94,"4,490.81",1086
2/28/2018,8:15,3.97,"5,456.32",2203
3/1/2018,ETC,6.65,"10,481.15",3359
3/1/2018,Passport,6.97,"6,122.86",2100
3/1/2018,Tylers,7.23,"4,379.83",1158
3/1/2018,8:15,4.13,"4,306.66",1748
3/1/2018,Cellar,14.86,"2,894.99",665
3/1/2018,Dean's Den,5.97,"1,092.25",389
3/1/2018,Post Office,8.04,278.37,40
3/1/2018,Lou's,5.69,"4,074.06",1292
3/2/2018,Concessions,4.15,112,42
3/2/2018,Post Office,9.12,316.7,37
3/2/2018,Tylers,6.96,"3,627.20",958
3/2/2018,8:15,4.16,"2,036.27",816
3/2/2018,Lou's,5.81,"1,426.66",469
3/2/2018,ETC,7,"9,354.98",3019
3/2/2018,Cellar,15,"3,749.66",918
3/2/2018,Passport,7.52,"4,690.01",1548
3/3/2018,Concessions,6.6,231,67
3/3/2018,Cellar,15.46,"4,779.41",1190
3/3/2018,Passport,7.07,"1,520.97",585
3/3/2018,ETC,7.23,"7,447.56",2284
3/3/2018,8:15,4.45,"1,459.12",563
3/3/2018,Concessions,4.8,245,86
3/4/2018,Concessions,4.63,199,70
3/4/2018,8:15,4.13,"4,941.14",1904
3/4/2018,Cellar,15.29,"3,906.18",990
3/4/2018,Tylers,7.84,"3,055.96",741
3/4/2018,ETC,7.03,"9,724.99",3179
3/4/2018,Dean's Den,6.68,"1,209.10",424
3/5/2018,Cellar,14.29,"2,823.60",739
3/5/2018,ETC,6.3,"9,681.23",3203
3/5/2018,Passport,7.19,"6,321.29",2042
3/5/2018,Dean's Den,5.89,"1,100.35",405
3/5/2018,Lou's,5.91,"4,728.67",1647
3/5/2018,Post Office,12.76,521.34,44
3/5/2018,8:15,3.96,"6,134.19",2509
3/5/2018,Tylers,7.63,"5,106.46",1297
3/6/2018,Post Office,9.98,248.3,27
3/6/2018,Passport,7.26,"6,347.76",1976
3/6/2018,ETC,6.58,"9,862.14",3221
3/6/2018,Lou's,5.85,"4,710.75",1641
3/6/2018,8:15,4.03,"5,996.10",2444
3/6/2018,Tylers,7.14,"4,700.12",1239
3/6/2018,Cellar,15.85,"2,505.80",634
3/6/2018,Dean's Den,5.92,"1,023.11",362
3/7/2018,Dean's Den,5.5,984.02,382
3/7/2018,Post Office,13.72,506.33,38
3/7/2018,Passport,7.08,"6,075.26",1949
3/7/2018,Lou's,5.75,"4,938.11",1635
3/7/2018,Cellar,15.04,"4,374.99",993
3/7/2018,Tylers,7.24,"4,846.69",1249
3/7/2018,8:15,3.96,"5,947.71",2376
3/7/2018,ETC,6.76,"10,932.35",3456
3/8/2018,8:15,4.13,"4,238.46",1664
3/8/2018,Tylers,7.06,"4,322.97",1142
3/8/2018,ETC,8.07,"12,342.83",3849
3/8/2018,Passport,7.25,"5,648.21",1857
3/8/2018,Lou's,5.5,"3,424.03",1131
3/8/2018,Cellar,14.81,"3,501.19",863
3/8/2018,Post Office,54.56,"1,308.41",25
3/8/2018,Dean's Den,5.48,"1,018.69",375
3/9/2018,Lou's,5.88,724.56,219
3/9/2018,Post Office,9.02,430.39,51
3/9/2018,Tylers,6.69,"1,547.69",453
3/9/2018,8:15,4.52,"1,303.61",512
3/9/2018,ETC,10.13,"9,216.99",2762
3/9/2018,Passport,7.28,"3,238.64",1084
3/10/2018,Tylers,9.23,"2,351.41",603
3/11/2018,Tylers,9.18,"1,537.89",413
3/12/2018,ETC,8.65,265.21,74
3/12/2018,Tylers,0,0,
3/12/2018,8:15,4.28,374.05,154
3/12/2018,Post Office,6.72,67.07,11
3/13/2018,Post Office,13.31,146.29,14
3/13/2018,8:15,5.06,298.18,113
3/13/2018,ETC,12.41,519.63,160
3/14/2018,Concessions,6.17,"2,321.00",776
3/14/2018,ETC,4.18,88.87,28
3/14/2018,8:15,4.74,406.7,167
3/14/2018,Post Office,7.5,120.03,18
3/14/2018,Lou's,0,0,
3/15/2018,Post Office,15.65,328.75,22
3/15/2018,8:15,10.76,379.32,149
3/15/2018,Lou's,0,0,
3/15/2018,ETC,8.19,111.06,34
3/16/2018,Cellar,0,0,2
3/16/2018,ETC,13.11,89.05,23
3/16/2018,Post Office,10.44,291.65,30
3/16/2018,Lou's,0,0,
3/16/2018,8:15,4.8,596.66,237
3/16/2018,Concessions,4.3,129,44
3/17/2018,ETC,9.07,80.72,22
3/17/2018,Concessions,4.35,213,80
3/18/2018,Concessions,5.21,417,133
3/18/2018,Passport,0,0,
3/18/2018,ETC,9.13,"10,445.28",3023
3/18/2018,8:15,4.05,"1,235.81",478
3/19/2018,8:15,4.03,"5,377.01",2089
3/19/2018,Passport,7.14,"6,268.94",2028
3/19/2018,ETC,6.88,"11,131.79",3379
3/19/2018,Lou's,5.93,"4,460.64",1465
3/19/2018,Cellar,16.44,"2,333.12",631
3/19/2018,Tylers,8.32,"5,222.77",1208
3/19/2018,Dean's Den,6.24,"1,110.90",399
3/19/2018,Post Office,7.92,394.2,53
3/19/2018,Concessions,5.41,238,74
3/20/2018,Dean's Den,6.32,979.19,368
3/20/2018,Lou's,6.04,"4,646.54",1568
3/20/2018,Post Office,6.81,122.62,18
3/20/2018,Cellar,17.23,"2,990.94",702
3/20/2018,Tylers,7.64,"4,864.51",1173
3/20/2018,Passport,7.91,"6,219.89",1917
3/20/2018,8:15,4.11,"5,072.58",1974
3/20/2018,ETC,7.45,"11,395.77",3436
3/21/2018,Tylers,7.93,"4,982.61",1181
3/21/2018,8:15,4.15,"4,922.76",1900
3/21/2018,Passport,7.55,"6,164.81",1880
3/21/2018,ETC,7.08,"9,906.24",3109
3/21/2018,Lou's,6.04,"4,520.30",1507
3/21/2018,Dean's Den,5.76,"1,001.89",363
3/21/2018,Post Office,10.93,271.16,26
3/21/2018,Cellar,15.33,"5,111.51",1098
3/22/2018,Dean's Den,6.03,"1,067.35",380
3/22/2018,Lou's,5.74,"3,761.42",1200
3/22/2018,Post Office,11.15,466.77,49
3/22/2018,Tylers,7.44,"4,939.03",1181
3/22/2018,8:15,4.04,"3,980.25",1551
3/22/2018,Cellar,16.34,"3,466.04",838
3/22/2018,Passport,7.51,"6,309.01",2011
3/22/2018,ETC,6.46,"10,331.24",3296
3/23/2018,ETC,7.15,"9,496.73",3110
3/23/2018,8:15,4.36,"1,903.99",739
3/23/2018,Passport,7.63,"4,736.20",1557
3/23/2018,Tylers,7.78,"4,311.98",1067
3/23/2018,Cellar,16.53,"4,389.66",1061
3/23/2018,Lou's,5.71,"1,467.56",496
3/23/2018,Concessions,4.3,215,74
3/23/2018,Post Office,10.48,324.12,33
3/24/2018,Concessions,4.23,254,84
3/24/2018,ETC,7.19,"7,202.59",2244
3/24/2018,Passport,8.36,"1,575.74",537
3/24/2018,Concessions,6.94,"1,950.00",603
3/24/2018,8:15,4.25,"1,368.65",525
3/24/2018,Cellar,14.64,"4,705.35",1171
3/25/2018,ETC,7.61,"9,268.65",2880
3/25/2018,Tylers,8.87,"3,494.83",765
3/25/2018,Cellar,16.02,"3,891.35",1020
3/25/2018,Dean's Den,6.66,"1,076.86",389
3/25/2018,Concessions,5.5,132,48
3/25/2018,8:15,4.15,"4,808.65",1885
3/26/2018,Post Office,8.92,451.48,58
3/26/2018,Lou's,6.18,"5,298.88",1820
3/26/2018,Tylers,8.26,"5,509.30",1293
3/26/2018,8:15,4.06,"6,090.04",2420
3/26/2018,Cellar,16.07,"2,190.01",579
3/26/2018,Passport,7.43,"6,761.24",2137
3/26/2018,ETC,6.78,"11,147.61",3478
3/26/2018,Dean's Den,6.38,"1,088.52",370
3/27/2018,Concessions,0,0,
3/27/2018,Cellar,16.86,"2,812.50",670
3/27/2018,Passport,7.46,"6,177.41",1966
3/27/2018,ETC,6.39,"9,905.29",3140
3/27/2018,Dean's Den,6.04,"1,056.36",376
3/27/2018,Concessions,4,72,27
3/27/2018,Post Office,8.44,345.56,44
3/27/2018,Tylers,7.82,"5,363.26",1304
3/27/2018,8:15,4.02,"5,242.28",2105
3/27/2018,Lou's,5.84,"5,022.36",1685
3/28/2018,Post Office,15.12,679.87,54
3/28/2018,Lou's,6.16,"5,312.18",1827
3/28/2018,8:15,4.1,"5,174.44",2040
3/28/2018,Tylers,7.71,"5,234.49",1265
3/28/2018,ETC,6.75,"10,767.34",3392
3/28/2018,Cellar,17.28,"5,277.14",1157
3/28/2018,Passport,7.36,"7,388.52",2305
3/28/2018,Dean's Den,6.04,"1,278.76",438
3/29/2018,Dean's Den,6.11,"1,172.91",397
3/29/2018,Cellar,18.32,"3,227.47",739
3/29/2018,Post Office,12.92,630.82,58
3/29/2018,Lou's,5.69,"3,831.44",1264
3/29/2018,Passport,7.02,"6,620.85",2202
3/29/2018,ETC,6.76,"10,647.39",3293
3/29/2018,Tylers,7.89,"5,646.46",1281
3/29/2018,8:15,4.11,"4,368.22",1743
3/29/2018,Concessions,5.06,268,82
3/30/2018,Post Office,7.88,327.98,45
3/30/2018,Passport,7.57,"4,829.86",1594
3/30/2018,ETC,7.25,"9,370.57",2951
3/30/2018,Lou's,6.02,"1,265.51",447
3/30/2018,8:15,4.47,"1,966.21",778
3/30/2018,Tylers,7.53,"3,695.91",936
3/30/2018,Concessions,5.05,535,177
3/30/2018,Cellar,16.01,"3,368.53",817
3/31/2018,8:15,4.76,"1,086.49",406
3/31/2018,ETC,7.43,"6,636.94",2034
3/31/2018,Passport,7.82,"1,996.55",708
3/31/2018,Cellar,16.08,"4,136.66",1023
3/31/2018,Concessions,6.27,"1,192.00",314
4/1/2018,Tylers,9.18,"2,527.81",518
4/1/2018,8:15,4.06,"3,748.10",1492
4/1/2018,Cellar,16.61,"3,610.70",948
4/1/2018,ETC,7.65,"8,074.55",2423
4/1/2018,Dean's Den,5.75,924.61,348
4/2/2018,Lou's,6.24,"4,923.47",1667
4/2/2018,Dean's Den,6.16,"1,057.33",376
4/2/2018,Post Office,11.74,538.88,51
4/2/2018,Cellar,16.76,"2,399.74",611
4/2/2018,Tylers,7.64,"4,876.74",1217
4/2/2018,Passport,7.4,"6,317.82",2107
4/2/2018,8:15,4.06,"5,686.85",2248
4/2/2018,ETC,6.7,"10,474.66",3268
4/3/2018,Passport,7.2,"5,927.19",1855
4/3/2018,Tylers,7.48,"4,890.67",1237
4/3/2018,8:15,4.05,"5,495.17",2189
4/3/2018,ETC,6.54,"10,502.27",3347
4/3/2018,Concessions,6.04,417,134
4/3/2018,Lou's,6.07,"4,928.68",1642
4/3/2018,Dean's Den,6.28,"1,158.94",399
4/3/2018,Post Office,7.41,251.69,41
4/3/2018,Cellar,16.21,"2,156.29",519
4/4/2018,Lou's,5.9,"4,900.66",1644
4/4/2018,Post Office,7.77,263.34,35
4/4/2018,ETC,6.84,"10,569.66",3188
4/4/2018,Passport,7.12,"6,554.81",2049
4/4/2018,8:15,4.05,"5,350.55",2112
4/4/2018,Cellar,15.47,"5,014.23",1047
4/4/2018,Dean's Den,6.11,"1,079.25",373
4/4/2018,Tylers,7.64,"4,617.83",1149
4/5/2018,ETC,7.05,"10,949.53",3410
4/5/2018,Passport,7.33,"5,977.14",1904
4/5/2018,Cellar,16.51,"3,190.69",732
4/5/2018,Tylers,7.5,"4,763.38",1198
4/5/2018,Dean's Den,6.5,947.05,333
4/5/2018,Lou's,5.91,"3,865.20",1265
4/5/2018,Post Office,10.2,304.23,32
4/5/2018,8:15,4.11,"4,346.08",1725
4/6/2018,Post Office,11.16,253.92,26
4/6/2018,Concessions,6.31,574,187
4/6/2018,Tylers,7.83,"3,352.32",841
4/6/2018,8:15,4.57,"2,120.80",790
4/6/2018,ETC,7.98,"9,925.28",3044
4/6/2018,Passport,8.39,"5,726.14",1620
4/6/2018,Lou's,6.4,"1,079.52",377
4/6/2018,Cellar,16.86,"4,205.19",978
4/7/2018,Concessions,6.2,707,233
4/7/2018,ETC,8.35,"7,136.90",2127
4/7/2018,Passport,7.4,"1,269.25",446
4/7/2018,8:15,4.31,319.3,123
4/8/2018,Tylers,8.68,"3,024.16",667
4/8/2018,Concessions,6.46,336,103
4/8/2018,Cellar,16.59,"4,254.62",1123
4/8/2018,8:15,4.15,"4,507.85",1767
4/8/2018,Dean's Den,6.97,"1,195.17",421
4/8/2018,ETC,8.24,"9,367.35",2790
4/9/2018,Cellar,16.19,"2,457.53",632
4/9/2018,ETC,7.23,"10,527.04",3168
4/9/2018,Dean's Den,6.43,"1,188.16",418
4/9/2018,Post Office,9.85,490.85,56
4/9/2018,Passport,7.2,"6,130.73",2025
4/9/2018,Tylers,7.28,"4,594.39",1193
4/9/2018,8:15,4.08,"5,309.60",2134
4/9/2018,Lou's,6.46,"5,375.56",1787
4/10/2018,Post Office,7.27,412.47,115
4/10/2018,Lou's,5.99,"4,680.42",1619
4/10/2018,ETC,7.39,"11,307.02",3420
4/10/2018,Cellar,18.23,"3,180.70",791
4/10/2018,Tylers,7.62,"4,956.69",1248
4/10/2018,8:15,4.25,"5,641.84",2220
4/10/2018,Dean's Den,6.32,959.7,340
4/10/2018,Passport,7.09,"5,961.07",1915
4/10/2018,Concessions,5.65,96,31
4/11/2018,Dean's Den,6.5,932.22,320
4/11/2018,Post Office,11.28,360.04,31
4/11/2018,ETC,7.44,"11,236.49",3375
4/11/2018,Tylers,7.56,"4,475.38",1130
4/11/2018,Lou's,5.93,"5,336.01",1849
4/11/2018,8:15,4.16,"5,613.06",2216
4/11/2018,Cellar,18.3,"5,078.31",1069
4/11/2018,Passport,7.18,"6,705.92",2194
4/12/2018,8:15,4.2,"4,555.52",1805
4/12/2018,Tylers,7.29,"3,940.41",1007
4/12/2018,ETC,9.41,"14,206.95",4306
4/12/2018,Passport,7.62,"6,740.69",2144
4/12/2018,Cellar,18.13,"3,146.74",734
4/12/2018,Dean's Den,5.99,"1,249.78",446
4/12/2018,Lou's,5.8,"3,569.52",1218
4/12/2018,Post Office,6.4,293.05,51
4/13/2018,Lou's,6.21,"1,214.53",407
4/13/2018,8:15,4.35,"1,786.82",718
4/13/2018,Post Office,7.82,390.43,57
4/13/2018,Passport,7.35,"4,507.78",1468
4/13/2018,ETC,10.85,"13,023.83",3793
4/13/2018,Cellar,17.75,"2,951.32",710
4/13/2018,Tylers,7.52,"2,863.45",758
4/14/2018,Cellar,15.49,"2,919.10",748
4/14/2018,8:15,4.23,867.91,333
4/14/2018,Concessions,7.09,"1,361.00",405
4/14/2018,ETC,7.45,"5,595.62",1656
4/14/2018,Passport,7.52,"1,551.92",543
4/15/2018,Dean's Den,6.16,865.82,290
4/15/2018,Concessions,6.15,750,212
4/15/2018,Cellar,17.02,"2,948.53",800
4/15/2018,8:15,4.18,"3,553.12",1405
4/15/2018,Tylers,8.92,"1,913.48",428
4/15/2018,ETC,7.45,"7,454.65",2262
4/16/2018,Tylers,7.21,"4,260.98",1073
4/16/2018,Passport,7.31,"6,369.94",2059
4/16/2018,ETC,6.68,"9,816.99",3125
4/16/2018,8:15,4.12,"5,577.18",2230
4/16/2018,Cellar,18.59,"2,799.29",733
4/16/2018,Dean's Den,6.35,"1,152.02",386
4/16/2018,Lou's,6.21,"5,173.74",1753
4/16/2018,Post Office,8.5,797.7,117
4/17/2018,Lou's,6.02,"4,953.24",1657
4/17/2018,Post Office,11.24,"1,134.33",128
4/17/2018,8:15,4.22,"5,784.87",2335
4/17/2018,ETC,6.9,"10,136.47",3119
4/17/2018,Cellar,18.79,"2,967.22",730
4/17/2018,Passport,7.24,"6,100.91",1984
4/17/2018,Tylers,7.34,"4,321.43",1091
4/17/2018,Dean's Den,6.31,804.01,288
4/18/2018,Passport,7.53,"5,155.40",1667
4/18/2018,Cellar,19.06,"5,829.33",1154
4/18/2018,Dean's Den,6.22,"1,169.59",417
4/18/2018,Concessions,5.71,337,108
4/18/2018,Post Office,13.2,435.06,34
4/18/2018,Tylers,7.73,"4,176.22",1071
4/18/2018,ETC,7.1,"10,049.65",3107
4/18/2018,Lou's,6.09,"4,300.01",1453
4/18/2018,8:15,4.24,"5,935.33",2395
4/19/2018,Post Office,20.09,541.05,30
4/19/2018,8:15,4.36,"4,470.04",1752
4/19/2018,Tylers,7.32,"3,938.78",1012
4/19/2018,ETC,7.47,"9,949.44",3034
4/19/2018,Passport,7.43,"6,054.34",2030
4/19/2018,Lou's,5.72,"3,631.88",1205
4/19/2018,Cellar,19.06,"3,543.30",835
4/19/2018,Dean's Den,6.59,840.78,278
4/20/2018,Passport,7.68,"4,604.84",1552
4/20/2018,ETC,8.63,"9,589.15",2830
4/20/2018,Cellar,18.04,"3,246.89",734
4/20/2018,Post Office,11.19,267.15,28
4/20/2018,Concessions,5.91,260,82
4/20/2018,Tylers,7.39,"2,789.94",729
4/20/2018,Lou's,6.17,"1,104.99",347
4/20/2018,8:15,4.09,"1,825.96",738
4/20/2018,Concessions,6.88,523,154
4/21/2018,Concessions,7.93,"2,674.00",770
4/21/2018,Cellar,16.63,"4,657.07",1125
4/21/2018,ETC,8.2,"7,989.66",2419
4/21/2018,Passport,7.58,"1,907.27",681
4/21/2018,8:15,4.32,"1,358.04",539
4/21/2018,Concessions,6.26,513,164
4/22/2018,Dean's Den,5.81,965.78,363
4/22/2018,Concessions,6.08,547,168
4/22/2018,ETC,7.59,"9,438.14",2896
4/22/2018,Tylers,9.28,"2,617.88",605
4/22/2018,Cellar,16.64,"3,244.81",864
4/22/2018,8:15,4.16,"5,060.65",2021
4/22/2018,Concessions,6.46,633,189
4/23/2018,8:15,4.13,"5,721.83",2313
4/23/2018,Lou's,6.33,"5,016.27",1722
4/23/2018,Cellar,18.04,"2,854.82",699
4/23/2018,ETC,7.01,"9,662.33",3032
4/23/2018,Tylers,7.09,"3,802.65",969
4/23/2018,Dean's Den,6.95,"1,141.79",381
4/23/2018,Passport,7.34,"6,422.49",2034
4/23/2018,Post Office,58.57,"3,159.54",52
4/24/2018,Lou's,6.12,"4,356.36",1459
4/24/2018,Dean's Den,6.13,719.87,253
4/24/2018,Tylers,7.24,"3,929.41",1008
4/24/2018,Post Office,13.72,465.9,35
4/24/2018,8:15,4.23,"5,635.69",2293
4/24/2018,Cellar,21.9,"2,903.75",635
4/24/2018,Passport,7.52,"5,456.27",1800
4/24/2018,ETC,7.4,"8,758.43",2583
4/25/2018,Tylers,6.96,"3,369.84",883
4/25/2018,8:15,4.15,"5,355.81",2154
4/25/2018,Cellar,18.09,"6,069.58",1236
4/25/2018,Passport,7.53,"6,130.19",2017
4/25/2018,ETC,8.78,"11,952.85",3393
4/25/2018,Dean's Den,6.22,885.13,317
4/25/2018,Lou's,6.09,"4,317.13",1497
4/25/2018,Post Office,10,367.98,42
4/26/2018,Dean's Den,6.36,"1,012.62",346
4/26/2018,Lou's,5.64,"3,060.60",1019
4/26/2018,Passport,7.13,"5,540.97",1853
4/26/2018,Post Office,15.19,500.6,35
4/26/2018,8:15,4.23,"4,521.97",1809
4/26/2018,ETC,8.61,"11,452.63",3363
4/26/2018,Cellar,17.94,"2,904.20",732
4/26/2018,Tylers,7.04,"2,991.49",777
4/27/2018,ETC,8.4,"8,602.65",2550
4/27/2018,Passport,7.3,"4,524.46",1501
4/27/2018,8:15,4.3,"2,216.69",878
4/27/2018,Tylers,7.28,"2,617.67",678
4/27/2018,Cellar,20.58,"3,252.99",804
4/27/2018,Lou's,6.77,"1,401.10",489
4/27/2018,Concessions,4.81,149,48
4/27/2018,Post Office,12.9,372.46,30
4/28/2018,Concessions,5.91,331,105
4/28/2018,Concessions,7.75,"2,123.00",629
4/28/2018,Passport,7.61,"2,689.08",969
4/28/2018,Cellar,16.9,"3,305.92",839
4/28/2018,8:15,4.71,"2,507.31",1027
4/28/2018,ETC,8.12,"8,116.50",2453
4/29/2018,ETC,7.43,"8,785.09",2674
4/29/2018,Cellar,22.9,"2,372.87",601
4/29/2018,Dean's Den,6.55,586.05,200
4/29/2018,Concessions,6.94,340,112
4/29/2018,8:15,4.36,"5,423.51",2215
4/29/2018,Tylers,9.17,"1,704.59",392
4/30/2018,Post Office,10.29,592.44,67
4/30/2018,8:15,4.17,"5,336.65",2134
4/30/2018,Tylers,7.11,"3,185.70",811
4/30/2018,Lou's,6.76,"3,205.99",1117
4/30/2018,ETC,7.37,"9,498.55",2924
4/30/2018,Cellar,14.94,"1,234.88",375
4/30/2018,Passport,7.36,"4,511.03",1519
4/30/2018,Dean's Den,6.36,715.49,265
5/1/2018,Cellar,16.11,"1,266.16",310
5/1/2018,Passport,7.58,"4,717.73",1607
5/1/2018,Dean's Den,6.35,738.64,256
5/1/2018,Post Office,15.35,735.01,58
5/1/2018,Lou's,6.28,"2,633.93",937
5/1/2018,Tylers,7.11,"3,063.87",773
5/1/2018,ETC,8.46,"10,573.62",3055
5/1/2018,8:15,4.14,"5,456.76",2223
5/2/2018,Post Office,14.12,505.8,39
5/2/2018,Passport,7.51,"5,092.40",1631
5/2/2018,Tylers,7.37,"3,193.20",792
5/2/2018,8:15,4.15,"5,416.80",2201
5/2/2018,Lou's,6.39,"2,512.31",833
5/2/2018,ETC,9.58,"12,274.84",3532
5/2/2018,Cellar,14.82,"1,423.93",372
5/2/2018,Dean's Den,5.46,813.47,305
5/3/2018,Cellar,0,0,
5/3/2018,Dean's Den,7.39,646.9,249
5/3/2018,Post Office,38.51,"1,725.64",54
5/3/2018,ETC,13.81,"17,182.88",4492
5/3/2018,Lou's,6.29,"2,229.77",718
5/3/2018,Passport,7.3,"4,113.36",1446
5/3/2018,Concessions,6.86,"3,881.00",1183
5/3/2018,Tylers,7.06,"2,854.10",736
5/3/2018,8:15,4.19,"4,545.31",1821
5/4/2018,8:15,4.22,"2,193.51",873
5/4/2018,Post Office,27.06,"2,158.59",86
5/4/2018,Lou's,6.55,"1,058.99",321
5/4/2018,Tylers,7.4,"2,702.86",719
5/4/2018,Concessions,5.96,"1,228.00",387
5/4/2018,Dean's Den,15.44,416.44,113
5/4/2018,Passport,8.21,"3,384.39",1110
5/4/2018,ETC,16.54,"21,430.79",5818
5/5/2018,Dean's Den,17.13,701.45,182
5/5/2018,Post Office,27.78,527.15,18
5/5/2018,ETC,17.14,"14,846.22",4421
5/5/2018,Concessions,7.49,"2,682.00",805
5/5/2018,Passport,8.21,"1,702.05",623
5/6/2018,Concessions,7.02,"1,517.00",479
5/6/2018,ETC,13.72,"3,313.39",1041
5/6/2018,Dean's Den,1.54,1.54,1
5/7/2018,Post Office,14.98,359.49,26
5/7/2018,8:15,4.42,285.2,115
5/7/2018,Passport,6.93,"1,087.81",392
5/7/2018,ETC,9.02,"1,314.99",461
5/8/2018,Passport,6.9,920.32,322
5/8/2018,8:15,4.07,229.8,91
5/8/2018,ETC,9.3,"1,836.05",577
5/8/2018,Post Office,9.59,258.97,29
5/9/2018,ETC,8.71,"1,788.69",609
5/9/2018,Post Office,11.35,374.3,37
5/9/2018,8:15,5.42,337.36,126
5/9/2018,Passport,7.45,"1,019.11",348
5/10/2018,ETC,9.48,"1,910.85",632
5/10/2018,Passport,7.12,"1,219.72",435
5/10/2018,Concessions,0,0,
5/10/2018,8:15,4.36,344.65,136
5/10/2018,Post Office,16.89,589.09,41
5/10/2018,Concessions,0,0,
5/11/2018,Concessions,6.84,383,117
5/11/2018,Post Office,30.85,"1,017.85",32
5/11/2018,8:15,4.71,426.48,156
5/11/2018,Passport,7.71,"1,245.32",462
5/11/2018,ETC,9.87,"2,531.22",828
5/12/2018,ETC,14.88,"3,866.97",1170
5/12/2018,Concessions,5.02,462,150
5/13/2018,Concessions,5.18,145,47
5/13/2018,Concessions,6.7,"3,734.00",1230
5/13/2018,ETC,9.14,"2,142.32",786
5/13/2018,Concessions,6.82,"4,395.00",1447
5/14/2018,Concessions,0,0,0
5/14/2018,Post Office,33.13,925.31,80
5/14/2018,Tylers,7.75,"1,936.59",590
5/14/2018,ETC,9.94,"1,955.54",650
5/14/2018,8:15,4.94,373.28,150
5/15/2018,Post Office,16.46,378.18,27
5/15/2018,Tylers,7.67,"1,867.54",564
5/15/2018,ETC,5.94,589.52,199
5/15/2018,8:15,4.2,307.07,124
